PE IR                   SPECTRUM    ASCII       PEDS        1.60        
  -1
GRAFEN~1.ASC
18/01/16
16:28:27.00
18/01/17
15:26:15.00
Admin

650.000000
4









SPECTRUM ONE,CPU32 MAIN 00.02.6000 25-JUNE-2003 12:00:00
MIR TGS
MIR
OPTKBR
72299
0.200000

4.000000
STRONG
RATIO
SPECTRUM
MAGNITUDE
UNIVERSAL ATR
DOUBLE

COMBINED


0


#HDR
-1
-1
#GR
CM-1
%T
0.00002384185791015625
0.0
4000.000000
-1.000000
3351
8
101.256384
100.289001
#DATA
4000.000000	101.255857 
3999.000000	101.256077 
3998.000000	101.256259 
3997.000000	101.256384 
3996.000000	101.256346 
3995.000000	101.255934 
3994.000000	101.255098 
3993.000000	101.253436 
3992.000000	101.252361 
3991.000000	101.251488 
3990.000000	101.250734 
3989.000000	101.249991 
3988.000000	101.249210 
3987.000000	101.248368 
3986.000000	101.247478 
3985.000000	101.246598 
3984.000000	101.245717 
3983.000000	101.244757 
3982.000000	101.243610 
3981.000000	101.242251 
3980.000000	101.240737 
3979.000000	101.239152 
3978.000000	101.237520 
3977.000000	101.235802 
3976.000000	101.234025 
3975.000000	101.232231 
3974.000000	101.230405 
3973.000000	101.228529 
3972.000000	101.226597 
3971.000000	101.224590 
3970.000000	101.222493 
3969.000000	101.220308 
3968.000000	101.218019 
3967.000000	101.215612 
3966.000000	101.213113 
3965.000000	101.210512 
3964.000000	101.207807 
3963.000000	101.205031 
3962.000000	101.202203 
3961.000000	101.199329 
3960.000000	101.196418 
3959.000000	101.193478 
3958.000000	101.190512 
3957.000000	101.187522 
3956.000000	101.184501 
3955.000000	101.181458 
3954.000000	101.178401 
3953.000000	101.175335 
3952.000000	101.172257 
3951.000000	101.169145 
3950.000000	101.165964 
3949.000000	101.162669 
3948.000000	101.159241 
3947.000000	101.155679 
3946.000000	101.151954 
3945.000000	101.148084 
3944.000000	101.144586 
3943.000000	101.141638 
3942.000000	101.138196 
3941.000000	101.133525 
3940.000000	101.128591 
3939.000000	101.124399 
3938.000000	101.120252 
3937.000000	101.114988 
3936.000000	101.108850 
3935.000000	101.103425 
3934.000000	101.099797 
3933.000000	101.097449 
3932.000000	101.094770 
3931.000000	101.090466 
3930.000000	101.084790 
3929.000000	101.078927 
3928.000000	101.073955 
3927.000000	101.070171 
3926.000000	101.066439 
3925.000000	101.060742 
3924.000000	101.052600 
3923.000000	101.044254 
3922.000000	101.038171 
3921.000000	101.034240 
3920.000000	101.031229 
3919.000000	101.028921 
3918.000000	101.027379 
3917.000000	101.025514 
3916.000000	101.022047 
3915.000000	101.017363 
3914.000000	101.012837 
3913.000000	101.008829 
3912.000000	101.004312 
3911.000000	100.998494 
3910.000000	100.991211 
3909.000000	100.982995 
3908.000000	100.974540 
3907.000000	100.966550 
3906.000000	100.959461 
3905.000000	100.953273 
3904.000000	100.947770 
3903.000000	100.943261 
3902.000000	100.940275 
3901.000000	100.938240 
3900.000000	100.935828 
3899.000000	100.932543 
3898.000000	100.928808 
3897.000000	100.924903 
3896.000000	100.920876 
3895.000000	100.916782 
3894.000000	100.912619 
3893.000000	100.908375 
3892.000000	100.904090 
3891.000000	100.899829 
3890.000000	100.895668 
3889.000000	100.891701 
3888.000000	100.887989 
3887.000000	100.884490 
3886.000000	100.881103 
3885.000000	100.877754 
3884.000000	100.874459 
3883.000000	100.871296 
3882.000000	100.868313 
3881.000000	100.865435 
3880.000000	100.862534 
3879.000000	100.859566 
3878.000000	100.856563 
3877.000000	100.853577 
3876.000000	100.850633 
3875.000000	100.847735 
3874.000000	100.844918 
3873.000000	100.842268 
3872.000000	100.839858 
3871.000000	100.837686 
3870.000000	100.835689 
3869.000000	100.833835 
3868.000000	100.832190 
3867.000000	100.830795 
3866.000000	100.829562 
3865.000000	100.828342 
3864.000000	100.827042 
3863.000000	100.825629 
3862.000000	100.824066 
3861.000000	100.822304 
3860.000000	100.820339 
3859.000000	100.818200 
3858.000000	100.815860 
3857.000000	100.813284 
3856.000000	100.810819 
3855.000000	100.809424 
3854.000000	100.809667 
3853.000000	100.810364 
3852.000000	100.810768 
3851.000000	100.812355 
3850.000000	100.815418 
3849.000000	100.818632 
3848.000000	100.820991 
3847.000000	100.822419 
3846.000000	100.823201 
3845.000000	100.823608 
3844.000000	100.823731 
3843.000000	100.823671 
3842.000000	100.823681 
3841.000000	100.824099 
3840.000000	100.825061 
3839.000000	100.826425 
3838.000000	100.827936 
3837.000000	100.829559 
3836.000000	100.831408 
3835.000000	100.833517 
3834.000000	100.835844 
3833.000000	100.838365 
3832.000000	100.841045 
3831.000000	100.843838 
3830.000000	100.846711 
3829.000000	100.849656 
3828.000000	100.852674 
3827.000000	100.855755 
3826.000000	100.858858 
3825.000000	100.861971 
3824.000000	100.865171 
3823.000000	100.868578 
3822.000000	100.872258 
3821.000000	100.876176 
3820.000000	100.880320 
3819.000000	100.884803 
3818.000000	100.889706 
3817.000000	100.894914 
3816.000000	100.900163 
3815.000000	100.905237 
3814.000000	100.910070 
3813.000000	100.914640 
3812.000000	100.918858 
3811.000000	100.922650 
3810.000000	100.926037 
3809.000000	100.929097 
3808.000000	100.931883 
3807.000000	100.934454 
3806.000000	100.936951 
3805.000000	100.939575 
3804.000000	100.942493 
3803.000000	100.945733 
3802.000000	100.949181 
3801.000000	100.952678 
3800.000000	100.956161 
3799.000000	100.959645 
3798.000000	100.963061 
3797.000000	100.966230 
3796.000000	100.968994 
3795.000000	100.971295 
3794.000000	100.973204 
3793.000000	100.974853 
3792.000000	100.976342 
